0,1,2,3,4
7.52789354324341,8.1733922958374,8.01952934265137,7.88878870010376,-7.93804883956909
8.43362426757813,4.49124622344971,9.96336555480957,6.38724231719971,8.24282741546631
9.14969825744629,9.8350076675415,9.77177619934082,9.56724357604981,9.43911933898926
9.94530200958252,9.54667282104492,9.24604225158691,9.12968254089356,9.97817993164063
8.77707958221436,5.50973892211914,7.22954893112183,10.5845184326172,8.60227012634277
8.70785331726074,6.68215465545654,11.5500373840332,8.69318580627441,8.35832977294922
9.12584400177002,9.26711654663086,9.27104759216309,9.13180732727051,9.4173641204834
9.44780349731445,9.14113998413086,9.05681228637695,9.85108852386475,9.55118179321289
9.54732990264893,9.76028156280518,9.29860782623291,9.40071773529053,9.47654247283936
7.87449550628662,8.01365661621094,8.73953914642334,8.32127094268799,-8.21216583251953
9.74331378936768,9.63455677032471,9.04239559173584,9.50976371765137,9.73594379425049
4.76844835281372,-4.89950227737427,4.27987194061279,-4.67515182495117,4.03952074050903
9.59708881378174,9.76679611206055,9.977463722229,9.22808742523193,9.88707447052002
9.45979690551758,9.46963405609131,9.43781471252441,9.796067237854,9.692702293396
29.2307205506407,-21.6095190940257,19.1354114947556,-21.0057636103427,18.1463320828884
9.38308429718018,9.49320888519287,9.82890892028809,9.77227973937988,9.07978248596191
5.33438205718994,-4.66910934448242,5.24982309341431,-4.76967620849609,4.71624946594238
6.31049489974976,5.42371702194214,4.64722108840942,5.6080584526062,5.66637086868286
9.42613792419434,9.3785400390625,9.51278686523438,9.02331161499023,9.27942943572998
9.06154155731201,9.92374420166016,9.96156120300293,9.95383453369141,9.19105243682861
21.4091300472032,-19.3599782635625,24.4555369523996,-17.9214389190858,26.3261786351567
21.8801589847357,-18.2495231580577,19.3996127274625,-17.6587183674648,16.6160911035946
20.3871484245761,-22.1100915515295,21.7279602170503,-17.1522921920931,21.657714229083
9.33315944671631,9.83681678771973,9.40894794464111,9.98149013519287,9.04550170898438
8.92708206176758,7.63061475753784,9.75593090057373,5.78314781188965,8.06912040710449
27.7274842193303,-19.7667665963304,24.2695739954603,-21.1245303608092,18.5189748602311
18.8437535590546,-20.0769013009714,15.5379513040241,-21.8004731667009,19.6505712688682
9.14198303222656,9.95260047912598,9.43308830261231,9.30233383178711,9.59980773925781
