Temperature,Wind Speed,Wind Angle,Date,Precipitation,Traffic,Pollution
-3.01441571533396,0.584540476004646,196.415850775519,1980-01-01,0,12398.0784254993,1243.87553828782
-2.82093048653472,0.941168560907349,158.93087115628,1980-01-02,53.7744044980062,9472.79214196204,988.148353984187
-3.01356710072538,0.0457520951497894,331.64884062222,1980-01-03,0,2790.69415815969,392.516630695661
-2.82777838834227,2.17800979805838,232.1754938004,1980-01-04,155.929751288506,5035.93465984615,786.148845778953
-2.96475274885286,0.864788771685921,47.9412665101391,1980-01-05,0,3803.41896674994,305.371447788424
-1.96026482078211,0.866790905143586,48.5761978176114,1980-01-06,50.1293913885565,4099.57593795189,326.160844038799
-2.01403054414885,1.76984003803706,299.972014232068,1980-01-07,108.076937769804,8479.22876867875,905.900445509106
-1.94943930446211,14.5711750892268,334.518857208135,1980-01-08,39.9915316760622,7026.34972594899,863.323366996714
-1.97229254783556,0.355354486856012,187.322064779822,1980-01-09,52.0427985184334,3721.33025312875,534.377509074853
-1.9174492213378,1.01533853842135,148.095397601659,1980-01-10,42.2584645265412,8204.46625840146,959.883581597416
-1.88534085028052,0.403627503695129,214.608417178244,1980-01-11,0,8535.80806968457,708.741157845392
-2.06072103027365,1.3014588972447,36.3535190426518,1980-01-12,0,4806.64230438848,867.166786135814
-1.21641908854748,0.859859209155068,175.287535851736,1980-01-13,80.7916494480359,4403.73416636088,549.665357999853
-0.911637587812355,0.385098942004588,145.724815947257,1980-01-14,234.418901173263,9336.26374882313,1133.27552491643
-1.04587478490618,1.54301704642356,85.4630590747508,1980-01-15,58.7290804394546,9101.60562893052,898.202167157951
-0.910217946585536,0.407049071892911,280.574100164923,1980-01-16,611.393505288063,3784.15894568962,705.861874756325
-1.00900054642422,1.64088417756553,241.469972428012,1980-01-17,0,8217.83243814118,778.467077119545
-0.904551018663165,0.750575917974791,323.336792980683,1980-01-18,0,5943.39661752812,544.768552170712
-1.27052434168824,8.73008023500345,145.57596794837,1980-01-19,0,3311.13190139309,926.347021888068
0.0196902674674999,0.868565679002529,49.9949609949661,1980-01-20,0,6599.99731442814,781.398197830553
-0.0438176195718266,1.17655030839355,74.2319702671604,1980-01-21,9.83574202202565,3628.97686502221,233.055903409162
-0.0339652261900328,3.6585696714277,109.263357549611,1980-01-22,0,7264.38781556077,924.902546003798
0.0335816299124373,1.74057308096074,296.724956577662,1980-01-23,0,6140.95185578988,904.174545523238
0.0537347162990664,2.19841286330512,26.9185841373746,1980-01-24,0,3689.21001415585,326.289928741066
0.139026873640851,1.12014681479221,136.300348245989,1980-01-25,44.6281469509168,7442.93866137439,905.40289775497
-0.0728018205449525,0.669289817724834,49.3249869340896,1980-01-26,0,4182.14422668213,601.150413193965
1.17596392687064,1.00627965946899,70.1434304406874,1980-01-27,115.804822196593,3450.10101519022,513.164229274346
1.12506292408316,0.535295011959976,119.942678249615,1980-01-28,52.8577669049117,5199.91217248373,632.398206630434
1.09082384040532,0.265278670656248,7.81814342239825,1980-01-29,0,10857.0811208998,650.456975364404
1.08185970538512,0.508998872423406,137.862165437392,1980-01-30,0,11120.3202119953,1207.21086631468
0.957171258324709,0.119349656260807,79.0555410035956,1980-01-31,11.5309018364775,7816.33537301157,891.286913298902
0.944107861533615,2.5502614946757,328.408056813888,1980-02-01,0,7250.79846306619,654.089525341842
1.08979845049481,0.977614005751637,297.009598120606,1980-02-02,0,4334.19687904075,400.725274953038
1.95879105344776,0.32646067938563,27.7770885899876,1980-02-03,0,3622.60979614026,324.770752785005
2.01085273416078,1.01317429811067,160.796945614034,1980-02-04,0,9000.80163600125,1113.74215857184
2.02545745608603,2.21232195259753,191.645650366937,1980-02-05,179.367411399767,7361.66034843719,1066.78291735268
1.9167924851361,0.910495919910934,239.772164689185,1980-02-06,0,3623.49131565717,504.308442544019
2.13168306005957,0.445702975986808,298.325852381222,1980-02-07,486.214296333318,8305.5867063493,1099.42237683403
2.08690417471303,1.77794536160341,133.839795481091,1980-02-08,0,8184.02306408734,1152.29508331796
2.00473074799639,2.35540032146493,346.97944534879,1980-02-09,60.5730636318624,4310.48390346781,240.957048542285
3.10668138574446,0.55256244595113,115.908608705395,1980-02-10,198.658263293074,1897.96429763925,100
2.86214826425064,1.99355109697023,295.58761237514,1980-02-11,0,3195.59486337638,270.965017734711
3.20408520374225,5.03907512877057,163.807176889586,1980-02-12,0,6856.01947887671,819.38690492896
3.01024002785599,1.36193945163866,308.064470993702,1980-02-13,0,8315.15440943294,851.702727957375
3.08258588505755,0.846642257042396,180.389267983523,1980-02-14,63.5602708623007,7228.12459312193,837.855537316625
2.90409314815551,2.31527122438921,253.248907564272,1980-02-15,14.3699105674453,8767.42465813582,883.789114797594
3.02594790175414,2.04417904420206,280.874460363747,1980-02-16,34.8422520323492,5038.03234831796,644.653452577312
4.1912482335524,1.47800490817198,322.791733877209,1980-02-17,0,2952.55638557318,495.57498351706
3.85011712783522,0.298386246295672,41.6026343541969,1980-02-18,34.1916659684248,5712.5453565052,1019.00341333197
4.06215712541791,1.11314780801642,163.123431287632,1980-02-19,11.3252093644855,6225.47763422614,496.478148911604
4.20518121459879,2.06881225916958,62.619755893798,1980-02-20,0,13037.6071904924,1541.93173546041
3.98591038215975,1.78785772120243,224.678348639436,1980-02-21,129.057849695623,7336.81169334026,1155.42099075301
